"","Participant","Arc","Mass","Spin","Judgment","Occurrence","Trial"
"712",9,"Full",100,"7k",120,2,10
"713",9,"Full",50,"-7k",100,2,11
"714",9,"Full",0,"7k",85,2,12
"715",9,"Full",100,"0",120,2,13
"716",9,"Full",50,"7k",120,2,14
"717",9,"Full",0,"0",60,2,15
"718",9,"Full",0,"-7k",60,2,16
"719",9,"Full",100,"-7k",120,2,17
"720",9,"Full",50,"0",100,2,18
"721",9,"Full",50,"7k",100,3,19
"722",9,"Full",0,"-7k",75,3,20
"723",9,"Full",0,"0",75,3,21
"724",9,"Full",50,"0",115,3,22
"725",9,"Full",100,"0",110,3,23
"726",9,"Full",0,"7k",90,3,24
"727",9,"Full",100,"-7k",110,3,25
"728",9,"Full",100,"7k",100,3,26
"729",9,"Full",50,"-7k",90,3,27
"730",9,"Half",100,"-7k",150,1,28
"731",9,"Half",50,"-7k",100,1,29
"732",9,"Half",100,"7k",150,1,30
"733",9,"Half",50,"0",100,1,31
"734",9,"Half",0,"0",60,1,32
"735",9,"Half",0,"-7k",65,1,33
"736",9,"Half",0,"7k",75,1,34
"737",9,"Half",50,"7k",125,1,35
"738",9,"Half",100,"0",110,1,36
"739",9,"Half",0,"0",75,2,37
"740",9,"Half",100,"0",150,2,38
"741",9,"Half",50,"0",100,2,39
"742",9,"Half",0,"7k",80,2,40
"743",9,"Half",100,"7k",140,2,41
"744",9,"Half",0,"-7k",50,2,42
"745",9,"Half",50,"7k",100,2,43
"746",9,"Half",50,"-7k",110,2,44
"747",9,"Half",100,"-7k",150,2,45
"748",9,"Half",50,"7k",100,3,46
"749",9,"Half",0,"-7k",90,3,47
"750",9,"Half",50,"-7k",120,3,48
"751",9,"Half",100,"0",100,3,49
"752",9,"Half",50,"0",100,3,50
"753",9,"Half",100,"7k",150,3,51
"754",9,"Half",0,"7k",80,3,52
"755",9,"Half",0,"0",90,3,53
"756",9,"Half",100,"-7k",150,3,54
