"","Time","Force 1","Force 2","Angle","Velocity","Acceleration","Force1","Force2","Ratio","Torque","Length","Spin","Mass","V_bin"
"2599","1.86","3.72435897436","-2.7439257234","1.50098315672",0.53329504922,"0.0673352334874",3.72435897436,-2.7439257234,-1.35731041937431,0.476336074452,"30cm","spin","0g",0.5
"2600","1.88","4.41239316239","-3.41465473524","1.51843644924",0.678739153553,"-0.235673317206",4.41239316239,-3.41465473524,-1.29219306328488,0.5594193323013,"30cm","spin","0g",0.7
"2601","1.9","4.8311965812","-3.62806851174","1.53588974176",0.53329504922,"-1.24570181952",4.8311965812,-3.62806851174,-1.33161668958754,0.6158374318278,"30cm","spin","0g",0.5
"2602","1.92","4.59188034188","-3.26221632346","1.53588974176",0.53329504922,"1.21203420277",4.59188034188,-3.26221632346,-1.40759529307049,0.5909155615782,"30cm","spin","0g",0.5
"2603","1.94","4.0235042735","-3.07929022932","1.55334303427",0.678739153553,"-0.0336676167437",4.0235042735,-3.07929022932,-1.30663366355971,0.5111469341454,"30cm","spin","0g",0.7
"2604","1.96","3.93376068376","-3.07929022932","1.57079632679",0.53329504922,"-1.44770751998",3.93376068376,-3.07929022932,-1.27748941827698,0.4976853956844,"30cm","spin","0g",0.5
"2605","1.98","4.38247863248","-3.26221632346","1.57079632679",0.53329504922,"0.0673352334874",4.38247863248,-3.26221632346,-1.34340527970623,0.5595053051682,"30cm","spin","0g",0.5
"2606","2","4.41239316239","-3.41465473524","1.58824961931",0.654498469498,"-2.96275027345",4.41239316239,-3.41465473524,-1.29219306328488,0.5594193323013,"30cm","spin","0g",0.7
"2607","2.02","3.84401709402","-2.98782718225","1.60570291183",0.436332312999,"-6.32951194782",3.84401709402,-2.98782718225,-1.28655938230177,0.4869677486355,"30cm","spin","0g",0.4
"2608","2.04","3.54487179487","-2.65246267633","1.60570291183",0.218166156499,"-2.08739223811",3.54487179487,-2.65246267633,-1.33644549516329,0.4521568889406,"30cm","spin","0g",0.2
"2609","2.06","3.93376068376","-3.07929022932","1.60570291183",0.363610260832,"1.88538653765",3.93376068376,-3.07929022932,-1.27748941827698,0.4976853956844,"30cm","spin","0g",0.4
"2610","2.08","4.26282051282","-3.68904387645","1.62315620435",0.412091628943,"0.639684718131",4.26282051282,-3.68904387645,-1.15553532448688,0.5287517606295,"30cm","spin","0g",0.4
"2611","2.1","4.62179487179","-3.53660546467","1.62315620435",0.412091628943,"-2.32306555532",4.62179487179,-3.53660546467,-1.30684491610976,0.5871710668284,"30cm","spin","0g",0.4
"2612","2.12","4.71153846154","-3.59758082938","1.64060949687",0.339369576777,"-6.29584433108",4.71153846154,-3.59758082938,-1.3096407516581,0.5988033443496,"30cm","spin","0g",0.3
"2613","2.14","4.59188034188","-3.84148228823","1.64060949687",0.0969627362219,"-7.37320806687",4.59188034188,-3.84148228823,-1.19534075581948,0.5735375826351,"30cm","spin","0g",0.1
"2614","2.16","4.59188034188","-3.68904387645","1.64060949687",0,"-6.19484148084",4.59188034188,-3.68904387645,-1.24473454251751,0.5781107349885,"30cm","spin","0g",0
"2615","2.18","4.77136752137","-3.68904387645","1.64060949687",-0.0969627362219,"-6.49785003154",4.77136752137,-3.68904387645,-1.29338866144404,0.605033811912,"30cm","spin","0g",-0.1
"2616","2.2","4.59188034188","-3.87196997059","1.64060949687",-0.315128892721,"-4.47779302691",4.59188034188,-3.87196997059,-1.18592870728806,0.5726229521643,"30cm","spin","0g",-0.3
"2617","2.22","4.38247863248","-3.62806851174","1.62315620435",-0.339369576777,"-0.202005700462",4.38247863248,-3.62806851174,-1.20793712089472,0.5485297395198,"30cm","spin","0g",-0.3
"2618","2.24","4.62179487179","-3.68904387645","1.62315620435",-0.193925472444,"-1.38037228649",4.62179487179,-3.68904387645,-1.25284356233724,0.582597914475,"30cm","spin","0g",-0.2
"2619","2.26","5.01068376068","-4.23782215887","1.62315620435",-0.363610260832,"-4.24211970971",5.01068376068,-4.23782215887,-1.18237235373182,0.6244678993359,"30cm","spin","0g",-0.4
"2620","2.28","5.19017094017","-4.32928520594","1.60570291183",-0.436332312999,"-4.10744924273",5.19017094017,-4.32928520594,-1.19885170259719,0.6486470848473,"30cm","spin","0g",-0.4
"2621","2.3","5.16025641026","-4.11587142944","1.60570291183",-0.509054365165,"-4.20845209296",5.16025641026,-4.11587142944,-1.25374577382319,0.6505623186558,"30cm","spin","0g",-0.5
"2622","2.32","5.30982905983","-4.3597728883","1.58824961931",-0.678739153553,"-1.14469896929",5.30982905983,-4.3597728883,-1.21791414274803,0.6656811723255,"30cm","spin","0g",-0.7
"2623","2.34","5.19017094017","-4.32928520594","1.57079632679",-0.53329504922,"0.976360885568",5.19017094017,-4.32928520594,-1.19885170259719,0.6486470848473,"30cm","spin","0g",-0.5
"2624","2.36","5.01068376068","-3.99392070002","1.57079632679",-0.53329504922,"-1.27936943626",5.01068376068,-3.99392070002,-1.25457767868423,0.6317849431014,"30cm","spin","0g",-0.5
"2625","2.38","4.89102564103","-3.99392070002","1.55334303427",-0.678739153553,"-0.235673317206",4.89102564103,-3.99392070002,-1.22461761471767,0.6138362251539,"30cm","spin","0g",-0.7
"2626","2.4","4.80128205128","-4.05489606473","1.53588974176",-0.53329504922,"0.0673352334875",4.80128205128,-4.05489606473,-1.18407031268746,0.5985454257501,"30cm","spin","0g",-0.5
"2627","2.42","4.95085470085","-4.05489606473","1.53588974176",-0.557535733276,"-4.20845209296",4.95085470085,-4.05489606473,-1.22095723831571,0.6209813231856,"30cm","spin","0g",-0.6
"2628","2.44","5.25","-4.23782215887","1.51843644924",-0.775701889775,"-5.31948344551",5.25,-4.23782215887,-1.23884386913487,0.6603653352339,"30cm","spin","0g",-0.8
"2629","2.46","5.30982905983","-4.48172361772","1.50098315672",-0.848423941942,"-2.99641789019",5.30982905983,-4.48172361772,-1.18477387557676,0.6620226504429,"30cm","spin","0g",-0.8
"2630","2.48","5.4594017094","-4.54269898243","1.4835298642",-0.872664625997,"-1.17836658603",5.4594017094,-4.54269898243,-1.20179693405079,0.6826292869371,"30cm","spin","0g",-0.9
"2631","2.5","5.6688034188","-4.6341620295","1.46607657168",-0.872664625997,"-0.471346634412",5.6688034188,-4.6341620295,-1.22326396503051,0.711295651935,"30cm","spin","0g",-0.9
"2632","2.52","5.42948717949","-4.69513739422","1.44862327916",-0.872664625997,"-1.17836658603",5.42948717949,-4.69513739422,-1.15640645280669,0.6735689550969,"30cm","spin","0g",-0.9
"2633","2.54","5.22008547009","-4.48172361772","1.43116998664",-0.896905310053,"-2.99641789019",5.22008547009,-4.48172361772,-1.16474952838471,0.6485611119819,"30cm","spin","0g",-0.9
"2634","2.56","5.57905982906","-4.6341620295","1.41371669412",-0.969627362219,"-5.31948344551",5.57905982906,-4.6341620295,-1.20389830859279,0.697834113474,"30cm","spin","0g",-1
"2635","2.58","6.02777777778","-5.09147726485","1.3962634016",-1.18779351872,"-4.24211970971",6.02777777778,-5.09147726485,-1.18389564839932,0.7514223487215,"30cm","spin","0g",-1.2
"2636","2.6","5.63888888889","-4.90855117071","1.36135681656",-1.21203420277,"-0.134670466975",5.63888888889,-4.90855117071,-1.14878885699268,0.6985767982122,"30cm","spin","0g",-1.2
"2637","2.62","5.33974358974","-4.42074825301","1.34390352404",-1.06659009844,"-1.17836658603",5.33974358974,-4.42074825301,-1.20788230501573,0.6683390908707,"30cm","spin","0g",-1.1
"2638","2.64","5.75854700855","-4.81708812364","1.32645023152",-1.23627488683,"-3.33309405763",5.75854700855,-4.81708812364,-1.19544149094756,0.7192694075733,"30cm","spin","0g",-1.2
"2639","2.66","5.96794871795","-5.12196494721","1.29154364648",-1.28475625494,"-2.25573032183",5.96794871795,-5.12196494721,-1.16516781732386,0.7415333592762,"30cm","spin","0g",-1.3
"2640","2.68","5.78846153846","-4.81708812364","1.27409035396",-1.308996939,"-1.88538653765",5.78846153846,-4.81708812364,-1.20165157661388,0.7237565870598,"30cm","spin","0g",-1.3
"2641","2.7","5.78846153846","-4.75611275893","1.23918376892",-1.33323762305,"-2.25573032183",5.78846153846,-4.75611275893,-1.2170572549172,0.7255858480011,"30cm","spin","0g",-1.3
"2642","2.72","5.96794871795","-5.09147726485","1.2217304764",-1.38171899116,"-3.33309405763",5.96794871795,-5.09147726485,-1.17214482310486,0.742447989747,"30cm","spin","0g",-1.4
"2643","2.74","5.84829059829","-4.93903885307","1.18682389136",-1.55140377955,"-1.14469896929",5.84829059829,-4.93903885307,-1.18409487600099,0.7290724241514,"30cm","spin","0g",-1.6
"2644","2.76","5.57905982906","-4.66464971186","1.15191730632",-1.40595967522,"0.101002850231",5.57905982906,-4.66464971186,-1.19602975007428,0.6969194830032,"30cm","spin","0g",-1.4
"2645","2.78","5.6688034188","-5.03050190014","1.1344640138",-1.43020035927,"-3.09742074042",5.6688034188,-5.03050190014,-1.12688624939039,0.6994054558158,"30cm","spin","0g",-1.4
"2646","2.8","6.17735042735","-5.30489104135","1.09955742876",-1.62412583172,"-2.32306555532",6.17735042735,-5.30489104135,-1.16446320559639,0.767455832862,"30cm","spin","0g",-1.6
"2647","2.82","6.56623931624","-5.42684177077","1.06465084372",-1.62412583172,"2.32306555532",6.56623931624,-5.42684177077,-1.209955917935,0.8221306443129,"30cm","spin","0g",-1.6
"2648","2.84","6.44658119658","-5.39635408842","1.02974425868",-1.43020035927,"3.06375312368",6.44658119658,-5.39635408842,-1.19461790144825,0.8050965568344,"30cm","spin","0g",-1.4
"2649","2.86","5.81837606838","-5.06098958249","1.01229096616",-1.40595967522,"-0.303008550694",5.81837606838,-5.06098958249,-1.14965185633071,0.7209267227823,"30cm","spin","0g",-1.4
"2650","2.88","5.10042735043","-4.3597728883","0.977384381117",-1.55140377955,"0.202005700462",5.10042735043,-4.3597728883,-1.16988372585133,0.6342709159155,"30cm","spin","0g",-1.6
"2651","2.9","5.72863247863","-4.78660044129","0.942477796077",-1.40595967522,"1.27936943626",5.72863247863,-4.78660044129,-1.19680607330703,0.7156968585558,"30cm","spin","0g",-1.4
"2652","2.92","5.93803418803","-5.12196494721","0.925024503557",-1.40595967522,"-0.976360885568",5.93803418803,-5.12196494721,-1.15932737713571,0.7370461797882,"30cm","spin","0g",-1.4
"2653","2.94","6.02777777778","-4.96952653543","0.890117918517",-1.55140377955,"1.14469896929",6.02777777778,-4.96952653543,-1.21294810175683,0.7550808706041,"30cm","spin","0g",-1.6
"2654","2.96","6.05769230769","-4.87806348836","0.855211333477",-1.38171899116,"4.20845209296",6.05769230769,-4.87806348836,-1.24182317883825,0.7623119415027,"30cm","spin","0g",-1.4
"2655","2.98","5.96794871795","-5.09147726485","0.837758040957",-1.308996939,"4.10744924273",5.96794871795,-5.09147726485,-1.17214482310486,0.742447989747,"30cm","spin","0g",-1.3
"2656","3","5.54914529915","-4.66464971186","0.802851455917",-1.23627488683,"4.24211970971",5.54914529915,-4.66464971186,-1.18961672192472,0.6924323035167,"30cm","spin","0g",-1.2
"2657","3.02","5.25","-4.23782215887","0.785398163397",-1.06659009844,"1.34670466975",5.25,-4.23782215887,-1.23884386913487,0.6603653352339,"30cm","spin","0g",-1.1
"2658","3.04","5.0405982906","-4.20733447651","0.767944870878",-1.21203420277,"-0.0673352334874",5.0405982906,-4.20733447651,-1.19805029021158,0.6298697092947,"30cm","spin","0g",-1.2
"2659","3.06","5.19017094017","-4.60367434715","0.733038285838",-1.18779351872,"3.09742074042",5.19017094017,-4.60367434715,-1.12739749791014,0.640415410611,"30cm","spin","0g",-1.2
"2660","3.08","5.84829059829","-4.90855117071","0.715584993318",-0.993868046275,"2.35673317206",5.84829059829,-4.90855117071,-1.1914494511512,0.7299870546222,"30cm","spin","0g",-1
"2661","3.1","6.29700854701","-5.15245262956","0.698131700798",-0.993868046275,"-2.12105985485",6.29700854701,-5.15245262956,-1.22213807670615,0.7899777031647,"30cm","spin","0g",-1
"2662","3.12","6.08760683761","-5.18294031192","0.680678408278",-1.18779351872,"-2.1547274716",6.08760683761,-5.18294031192,-1.17454696972091,0.7576528162839,"30cm","spin","0g",-1.2
"2663","3.14","5.54914529915","-4.60367434715","0.645771823238",-1.18779351872,"2.1547274716",5.54914529915,-4.60367434715,-1.20537311736338,0.694261564458,"30cm","spin","0g",-1.2
"2664","3.16","5.33974358974","-4.29879752358","0.628318530718",-0.993868046275,"2.12105985485",5.33974358974,-4.29879752358,-1.24214819619909,0.6719976127536,"30cm","spin","0g",-1
"2665","3.18","5.25","-4.48172361772","0.610865238198",-0.993868046275,"-2.35673317206",5.25,-4.48172361772,-1.17142431078132,0.6530482914684,"30cm","spin","0g",-1
"2666","3.2","5.19017094017","-4.48172361772","0.593411945678",-1.18779351872,"-3.06375312368",5.19017094017,-4.48172361772,-1.15807474598588,0.6440739324939,"30cm","spin","0g",-1.2
"2667","3.22","5.63888888889","-4.66464971186","0.558505360638",-1.21203420277,"0.336676167437",5.63888888889,-4.66464971186,-1.20885580637555,0.7058938419777,"30cm","spin","0g",-1.2
"2668","3.24","6.14743589744","-5.12196494721","0.541052068118",-1.06659009844,"1.68075430117E-14",6.14743589744,-5.12196494721,-1.20021045844693,0.7684564361997,"30cm","spin","0g",-1.1
"2669","3.26","5.99786324786","-5.09147726485","0.523598775598",-1.21203420277,"-0.336676167437",5.99786324786,-5.09147726485,-1.17802023575111,0.7469351692335,"30cm","spin","0g",-1.2
"2670","3.28","5.54914529915","-4.60367434715","0.488692190558",-1.18779351872,"3.06375312368",5.54914529915,-4.60367434715,-1.20537311736338,0.694261564458,"30cm","spin","0g",-1.2
"2671","3.3","5.33974358974","-4.39026057065","0.471238898038",-0.993868046275,"2.32306555532",5.33974358974,-4.39026057065,-1.2162703110238,0.6692537213415,"30cm","spin","0g",-1
"2672","3.32","5.22008547009","-4.54269898243","0.453785605519",-0.993868046275,"-2.32306555532",5.22008547009,-4.54269898243,-1.1491154246143,0.6467318510406,"30cm","spin","0g",-1
"2673","3.34","5.4594017094","-4.6341620295","0.436332312999",-1.18779351872,"-3.06375312368",5.4594017094,-4.6341620295,-1.17807743334107,0.679885395525,"30cm","spin","0g",-1.2
"2674","3.36","6.02777777778","-4.87806348836","0.401425727959",-1.21203420277,"0.336676167437",6.02777777778,-4.87806348836,-1.23569071869676,0.7578247620162,"30cm","spin","0g",-1.2
"2675","3.38","6.14743589744","-5.18294031192","0.383972435439",-1.06659009844,"1.20274161001E-14",6.14743589744,-5.18294031192,-1.18609042888296,0.7666271752584,"30cm","spin","0g",-1.1
"2676","3.4","5.69871794872","-4.78660044129","0.366519142919",-1.21203420277,"-0.336676167437",5.69871794872,-4.78660044129,-1.19055643323849,0.7112096790693,"30cm","spin","0g",-1.2
"2677","3.42","5.36965811966","-4.3597728883","0.331612557879",-1.18779351872,"3.06375312368",5.36965811966,-4.3597728883,-1.23163711900456,0.6746555313,"30cm","spin","0g",-1.2
"2678","3.44","5.25","-4.39026057065","0.314159265359",-0.993868046275,"2.35673317206",5.25,-4.39026057065,-1.19582879319227,0.6557921828805,"30cm","spin","0g",-1
"2679","3.46","5.13034188034","-4.45123593536","0.296705972839",-0.993868046275,"-2.08739223811",5.13034188034,-4.45123593536,-1.15256570418685,0.6360142039902,"30cm","spin","0g",-1
"2680","3.48","5.36965811966","-4.51221130008","0.279252680319",-1.18779351872,"-1.91905415439",5.36965811966,-4.51221130008,-1.19002807327857,0.6700823789466,"30cm","spin","0g",-1.2
"2681","3.5","5.87820512821","-4.81708812364","0.244346095279",-1.18779351872,"3.29942644088",5.87820512821,-4.81708812364,-1.22028183361698,0.7372181255223,"30cm","spin","0g",-1.2
"2682","3.52","5.90811965812","-5.03050190014","0.226892802759",-0.969627362219,"5.11747774505",5.90811965812,-5.03050190014,-1.17445928366622,0.7353028917138,"30cm","spin","0g",-1
"2683","3.54","5.57905982906","-4.66464971186","0.209439510239",-0.896905310053,"2.96275027345",5.57905982906,-4.66464971186,-1.19602975007428,0.6969194830032,"30cm","spin","0g",-0.9
"2684","3.56","5.48931623932","-4.45123593536","0.191986217719",-0.872664625997,"1.14469896929",5.48931623932,-4.45123593536,-1.23321170098256,0.6898603578372,"30cm","spin","0g",-0.9
"2685","3.58","5.48931623932","-4.6341620295","0.174532925199",-0.872664625997,"0.235673317206",5.48931623932,-4.6341620295,-1.18453265215508,0.684372575013,"30cm","spin","0g",-0.9
"2686","3.6","5.30982905983","-4.51221130008","0.157079632679",-0.872664625997,"0.0336676167437",5.30982905983,-4.51221130008,-1.17676870755939,0.6611080199721,"30cm","spin","0g",-0.9
"2687","3.62","5.33974358974","-4.39026057065","0.13962634016",-0.872664625997,"-6.16790569236E-16",5.33974358974,-4.39026057065,-1.2162703110238,0.6692537213415,"30cm","spin","0g",-0.9
"2688","3.64","5.51923076923","-4.51221130008","0.12217304764",-0.872664625997,"-5.55111512313E-15",5.51923076923,-4.51221130008,-1.22317648757543,0.6925182763821,"30cm","spin","0g",-0.9
"2689","3.66","5.42948717949","-4.60367434715","0.10471975512",-0.872664625997,"0.0336676167437",5.42948717949,-4.60367434715,-1.1793812442123,0.676312846509,"30cm","spin","0g",-0.9
"2690","3.68","5.27991452991","-4.32928520594","0.0872664625997",-0.872664625997,"0.235673317206",5.27991452991,-4.32928520594,-1.21958112684877,0.6621086233083,"30cm","spin","0g",-0.9
"2691","3.7","5.30982905983","-4.20733447651","0.0698131700798",-0.872664625997,"1.14469896929",5.30982905983,-4.20733447651,-1.26204110689924,0.6702543246792,"30cm","spin","0g",-0.9
"2692","3.72","5.19017094017","-4.32928520594","0.0523598775598",-0.848423941942,"2.99641789019",5.19017094017,-4.32928520594,-1.19885170259719,0.6486470848473,"30cm","spin","0g",-0.8
"2693","3.74","5.07051282051","-4.26830984123","0.0349065850399",-0.775701889775,"5.31948344551",5.07051282051,-4.26830984123,-1.18794394247837,0.6325276278396,"30cm","spin","0g",-0.8
"2694","3.76","5.22008547009","-4.17684679416","0.0174532925199",-0.557535733276,"4.20845209296",5.22008547009,-4.17684679416,-1.24976704373946,0.6577074166887,"30cm","spin","0g",-0.6
"2695","3.78","5.30982905983","-4.32928520594","0.0174532925199",-0.53329504922,"-0.0673352334874",5.30982905983,-4.32928520594,-1.22649093493417,0.6665958027963,"30cm","spin","0g",-0.5
"2696","3.8","5.10042735043","-4.29879752358","0",-0.678739153553,"0.26934093395",5.10042735043,-4.29879752358,-1.18647768880783,0.6361001768571,"30cm","spin","0g",-0.7
"2697","3.82","5.27991452991","-4.32928520594","-0.0174532925199",-0.53329504922,"1.48137513672",5.27991452991,-4.32928520594,-1.21958112684877,0.6621086233083,"30cm","spin","0g",-0.5
"2698","3.84","5.57905982906","-4.45123593536","-0.0174532925199",-0.53329504922,"-0.0673352334874",5.57905982906,-4.45123593536,-1.25337320018036,0.7033218962982,"30cm","spin","0g",-0.5
"2699","3.86","5.22008547009","-4.32928520594","-0.0349065850399",-0.654498469498,"2.99641789019",5.22008547009,-4.32928520594,-1.20576151068259,0.6531342643353,"30cm","spin","0g",-0.7
"2700","3.88","4.56196581197","-3.78050692352","-0.0523598775598",-0.436332312999,"6.56518526502",4.56196581197,-3.78050692352,-1.20670743481205,0.5708796640899,"30cm","spin","0g",-0.4
"2701","3.9","4.41239316239","-3.53660546467","-0.0523598775598",-0.218166156499,"3.19842359065",4.41239316239,-3.53660546467,-1.24763511408579,0.5557608104184,"30cm","spin","0g",-0.2
"2702","3.92","4.74145299145","-3.87196997059","-0.0523598775598",-0.339369576777,"0.841690418593",4.74145299145,-3.87196997059,-1.22455830687331,0.5950588495998,"30cm","spin","0g",-0.3
"2703","3.94","4.95085470085","-4.11587142944","-0.0698131700798",-0.315128892721,"3.29942644088",4.95085470085,-4.11587142944,-1.20286913372404,0.6191520622443,"30cm","spin","0g",-0.3
"2704","3.96","5.19017094017","-4.05489606473","-0.0698131700798",-0.121203420277,"2.3904007888",5.19017094017,-4.05489606473,-1.2799763193229,0.6568787590836,"30cm","spin","0g",-0.1
"2705","3.98","5.16025641026","-3.99392070002","-0.0698131700798",-0.121203420277,"-2.08739223811",5.16025641026,-3.99392070002,-1.29202775864683,0.6542208405384,"30cm","spin","0g",-0.1
"2706","4","4.68162393162","-3.81099460588","-0.0698131700798",-0.315128892721,"-1.91905415439",4.68162393162,-3.81099460588,-1.22845199633626,0.5879137515666,"30cm","spin","0g",-0.3
"2707","4.02","4.29273504274","-3.50611778231","-0.0872664625997",-0.315128892721,"3.29942644088",4.29273504274,-3.50611778231,-1.22435562900906,0.5387267229417,"30cm","spin","0g",-0.3
"2708","4.04","4.41239316239","-3.4451424176","-0.0872664625997",-0.0969627362219,"5.15114536179",4.41239316239,-3.4451424176,-1.28075784032865,0.5585047018305,"30cm","spin","0g",-0.1
"2709","4.06","4.56196581197","-3.71953155881","-0.0872664625997",-0.0242406840555,"3.19842359065",4.56196581197,-3.71953155881,-1.22648934142382,0.5727089250312,"30cm","spin","0g",0
"2710","4.08","4.59188034188","-3.81099460588","-0.0872664625997",0,"2.28939793857",4.59188034188,-3.81099460588,-1.20490339576843,0.5744522131056,"30cm","spin","0g",0
"2711","4.1","4.71153846154","-3.6585561941","-0.0872664625997",0.0242406840555,"3.19842359065",4.71153846154,-3.6585561941,-1.28781361049971,0.596974083408,"30cm","spin","0g",0
"2712","4.12","4.80128205128","-3.75001924117","-0.0872664625997",0.0969627362219,"5.11747774505",4.80128205128,-3.75001924117,-1.28033531096817,0.6076917304569,"30cm","spin","0g",0.1
"2713","4.14","4.47222222222","-3.75001924117","-0.0872664625997",0.315128892721,"3.09742074042",4.47222222222,-3.75001924117,-1.19258647345625,0.5583327560979,"30cm","spin","0g",0.3
"2714","4.16","4.23290598291","-3.41465473524","-0.0698131700798",0.315128892721,"-2.82807980647",4.23290598291,-3.41465473524,-1.2396292776618,0.5324962553793,"30cm","spin","0g",0.3
"2715","4.18","4.44230769231","-3.4451424176","-0.0698131700798",0.0969627362219,"-3.93911115902",4.44230769231,-3.4451424176,-1.28944094433247,0.5629918813185,"30cm","spin","0g",0.1
"2716","4.2","4.59188034188","-3.6585561941","-0.0698131700798",0.048481368111,"0.0336676167437",4.59188034188,-3.6585561941,-1.25510723308969,0.579025365459,"30cm","spin","0g",0
"2717","4.22","4.47222222222","-3.59758082938","-0.0698131700798",0.0969627362219,"4.17478447622",4.47222222222,-3.59758082938,-1.24311931665222,0.5629059084516,"30cm","spin","0g",0.1
"2718","4.24","4.50213675214","-3.41465473524","-0.0698131700798",0.315128892721,"4.0064463925",4.50213675214,-3.41465473524,-1.31847495609935,0.5728808707638,"30cm","spin","0g",0.3
"2719","4.26","4.59188034188","-3.50611778231","-0.0523598775598",0.339369576777,"0.134670466975",4.59188034188,-3.50611778231,-1.30967657876418,0.5835985178127,"30cm","spin","0g",0.3
"2720","4.28","4.29273504274","-3.47563009996","-0.0523598775598",0.193925472444,"1.38037228649",4.29273504274,-3.47563009996,-1.23509548464015,0.5396413534122,"30cm","spin","0g",0.2
"2721","4.3","3.99358974359","-3.10977791168","-0.0523598775598",0.363610260832,"4.24211970971",3.99358974359,-3.10977791168,-1.28420416409496,0.5057451241881,"30cm","spin","0g",0.4
"2722","4.32","4.0235042735","-3.04880254697","-0.0349065850399",0.436332312999,"4.10744924273",4.0235042735,-3.04880254697,-1.31969985314355,0.5120615646159,"30cm","spin","0g",0.4
"2723","4.34","3.90384615385","-3.10977791168","-0.0349065850399",0.509054365165,"4.24211970971",3.90384615385,-3.10977791168,-1.25534564355466,0.4922835857271,"30cm","spin","0g",0.5
"2724","4.36","3.87393162393","-3.10977791168","-0.0174532925199",0.678739153553,"1.38037228649",3.87393162393,-3.10977791168,-1.24572613670575,0.4877964062391,"30cm","spin","0g",0.7
"2725","4.38","4.20299145299","-3.14026559404","0",0.533295049221,"0.168338083719",4.20299145299,-3.14026559404,-1.33841910090885,0.5362407501273,"30cm","spin","0g",0.5
"2726","4.4","4.38247863248","-3.32319168817","0",0.557535733276,"4.24211970971",4.38247863248,-3.32319168817,-1.31875589605044,0.5576760442269,"30cm","spin","0g",0.6
"2727","4.42","4.0235042735","-3.20124095875","0.0174532925199",0.775701889775,"5.31948344551",4.0235042735,-3.20124095875,-1.25685767655274,0.5074884122625,"30cm","spin","0g",0.8
"2728","4.44","3.75427350427","-2.80490108811","0.0349065850399",0.848423941942,"2.99641789019",3.75427350427,-2.80490108811,-1.33846912469905,0.4789939929972,"30cm","spin","0g",0.8
"2729","4.46","3.87393162393","-2.80490108811","0.0523598775598",0.872664625997,"1.14469896929",3.87393162393,-2.80490108811,-1.38112949520809,0.4969427109462,"30cm","spin","0g",0.9
"2730","4.48","3.8141025641","-2.9573394999","0.0698131700798",0.872664625997,"0.26934093395",3.8141025641,-2.9573394999,-1.28970737523675,0.483395199618,"30cm","spin","0g",0.9
"2731","4.5","3.51495726496","-2.65246267633","0.0872664625997",0.872664625997,"0.26934093395",3.51495726496,-2.65246267633,-1.32516747410876,0.4476697094541,"30cm","spin","0g",0.9
"2732","4.52","3.54487179487","-2.50002426455","0.10471975512",0.872664625997,"1.17836658603",3.54487179487,-2.50002426455,-1.41793495572655,0.456730041294,"30cm","spin","0g",0.9
"2733","4.54","3.78418803419","-2.7439257234","0.12217304764",0.896905310053,"3.2320912074",3.78418803419,-2.7439257234,-1.37911460281841,0.4853104334265,"30cm","spin","0g",0.9
"2734","4.56","3.66452991453","-2.83538877047","0.13962634016",0.969627362219,"6.46418241479",3.66452991453,-2.83538877047,-1.29242591093516,0.4646178240654,"30cm","spin","0g",1
"2735","4.58","3.45512820513","-2.50002426455","0.157079632679",1.21203420277,"7.20486998316",3.45512820513,-2.50002426455,-1.38203786824122,0.443268502833,"30cm","spin","0g",1.2
"2736","4.6","3.36538461538","-2.28661048805","0.191986217719",1.308996939,"5.25214821202",3.36538461538,-2.28661048805,-1.47177870169308,0.4362093776655,"30cm","spin","0g",1.3
"2737","4.62","3.15598290598","-2.34758585277","0.209439510239",1.38171899116,"4.47779302691",3.15598290598,-2.34758585277,-1.34435249822968,0.4029698603139,"30cm","spin","0g",1.4
"2738","4.64","3.00641025641","-2.22563512334","0.244346095279",1.55140377955,"1.38037228649",3.00641025641,-2.22563512334,-1.35081003390093,0.3841924847613,"30cm","spin","0g",1.6
"2739","4.66","3.1858974359","-2.10368439391","0.279252680319",1.40595967522,"-0.0673352334874",3.1858974359,-2.10368439391,-1.51443697786746,0.4147740835677,"30cm","spin","0g",1.4
"2740","4.68","3.36538461538","-2.34758585277","0.296705972839",1.43020035927,"3.09742074042",3.36538461538,-2.34758585277,-1.4335512421874,0.4343801167239,"30cm","spin","0g",1.4
"2741","4.7","3.15598290598","-2.2561228057","0.331612557879",1.62412583172,"2.35673317206",3.15598290598,-2.2561228057,-1.39885244633251,0.405713751726,"30cm","spin","0g",1.6
"2742","4.72","2.85683760684","-1.89027061742","0.366519142919",1.62412583172,"-2.08739223811",2.85683760684,-1.89027061742,-1.51133789020074,0.3718175225034,"30cm","spin","0g",1.6
"2743","4.74","2.88675213675","-1.85978293506","0.401425727959",1.43020035927,"-1.91905415439",2.88675213675,-1.85978293506,-1.55219842183188,0.3772193324607,"30cm","spin","0g",1.4
"2744","4.76","2.91666666667","-2.07319671156","0.418879020479",1.43020035927,"3.26575882414",2.91666666667,-2.07319671156,-1.40684511527868,0.3753040986537,"30cm","spin","0g",1.4
"2745","4.78","2.85683760684","-2.0427090292","0.453785605519",1.64836651577,"4.88180442784",2.85683760684,-2.0427090292,-1.39855337495563,0.36724437015,"30cm","spin","0g",1.6
"2746","4.8","3.06623931624","-1.98173366449","0.488692190558",1.72108856794,"1.78438368742",3.06623931624,-1.98173366449,-1.54725096070319,0.4004838875013,"30cm","spin","0g",1.7
